anio,mes,ipc_factor,peso_muestra,descripcion,unidad,grupo_unidad,cantidad,precio_unitario,total
2024,3,0.913375,1.0,batería hidrociclones;(10 unidades recyclone 500/40 cvx marca weir-vulco y 2 unidades de tipo recyclone vulclone 510/380),cu,unidad,12.5,6053934.0,75674175.0
2024,3,0.913375,1.0,Chimbombo acumulador de arenas (700 kg),cu,unidad,0.9,1472735.0,1325461.5
2024,3,0.913375,1.0,"Cuba de arenas ;1,5 m de ancho, 1,5 m de largo, 2,5 m de alto",cu,unidad,1.0,4975100.0,4975100.0
2024,3,0.913375,1.0,"Cuba de arenas ;2 m de ancho, 2 m de largo, 2,3 m de alto",cu,unidad,1.0,5068499.0,5068499.0
2024,3,0.913375,1.0,Agitador estanque;,cu,unidad,1.1,27465562.0,30212118.2
2024,3,0.913375,1.0,Bomba centrífuga; bomba warman tipo ah 8/6 (1.650 kg),cu,unidad,0.9,3304705.0,2974234.5
2024,3,0.913375,1.0,Bomba centrífuga; bomba ulmax serie atlas 8x6 (6.586 kg),cu,unidad,1.1,8740448.0,9614492.8
2024,3,0.913375,1.0,Bomba centrífuga; bomba warman tipo ff 8/6 ahpp (2.920 kg),cu,unidad,4.1,4242806.0,17395504.6
2024,3,0.913375,1.0,Bomba desplazamiento positivo; marca wirth modelo tpm (40.000 kg),cu,unidad,3.2,22680857.0,72578742.4
2024,3,0.913375,1.0,"Estanque agitador tipo cónico; diámetro: 3 m, altura:4,5 m",cu,unidad,0.9,16473817.0,14826435.3
2024,3,0.913375,1.0,Bombas verticales multietapas; marca stairs (24 kg),cu,unidad,7.4,389467.0,2882055.8
2024,3,0.913375,1.0,Estanque de arenas; capacidad 12 m3,cu,unidad,1.0,14574576.0,14574576.0
2024,3,0.913375,1.0,Estanque rejilla,cu,unidad,1.1,15436474.0,16980121.4
2024,3,0.913375,1.0,"Estanque muestrador; 1,5 m de ancho, 2,5 m de largo, 3,3 m de alto",cu,unidad,0.9,14957054.0,13461348.6
2024,3,0.913375,1.0,"Estanque agua de sello; diámetro: 2,5 m, altura:3,2 m",cu,unidad,1.1,24054158.0,26459573.8
2024,3,0.913375,1.0,Desmantelamiento y Traslado de Estructuras,kg,peso,177116.6,428.0,75805904.8
2024,3,0.913375,1.0,Desmantelamiento y retiro hormigón,m3,volumetrico,890.2,139365.0,124062723.0
2024,3,0.913375,1.0,"Excavación, demolición y retiro hormigones soterrados",m3,volumetrico,502.5,107555.0,54046387.5
2024,3,0.913375,1.0,"Excavación y retiro de elementos varios soterrados (mallas a tierras, banco de ductos, cañerías, etc.)",m3,volumetrico,2604.6,59967.0,156190048.2
2024,3,0.913375,1.0,"Cañería de acero carbono 2"" a 4""",m,lineal,130.6,7081.0,924778.6
2024,3,0.913375,1.0,"Cañería de acero carbono 6"" a 10""",m,lineal,268.8,20163.0,5419814.4
2024,3,0.913375,1.0,"Cañería de acero carbono 12"" a 14"".",m,lineal,5.1,21043.0,107319.3
2024,3,0.913375,1.0,"Cañería de acero carbono 18"" a 24""",m,lineal,27.8,37974.0,1055677.2
2024,3,0.913375,1.0,Cañería HDPE 110 a 200 mm.,m,lineal,1184.1,16374.0,19388453.4
2024,3,0.913375,1.0,Cañería HDPE 250 a 315 mm.,m,lineal,25.4,23599.0,599414.6
2024,3,0.913375,1.0,Cañería HDPE 500 a 800 mm.,m,lineal,1144.3,50211.0,57456447.3
2024,3,0.913375,1.0,Cañería HDPE 900 a 1050 mm,m,lineal,25.1,65612.0,1646861.2
2024,3,0.913375,1.0,"Válvulas de 2"" a 6""",cu,unidad,65.0,379482.0,24666330.0
2024,3,0.913375,1.0,"Válvulas de 8"" a 12""",cu,unidad,34.5,626527.0,21615181.5
2024,3,0.913375,1.0,"Válvulas de 24"" a 42""",cu,unidad,2.0,1257167.0,2514334.0
2024,3,0.913375,1.0,Subestación SSEE N°21,cu,unidad,1.0,3627302.0,3627302.0
2024,3,0.913375,1.0,Sala Eléctrica,cu,unidad,0.9,38338336.0,34504502.4
2024,3,0.913375,1.0,Ducto de Barras,gl,global,1.1,11036120.0,12139732.0
2024,3,0.913375,1.0,Centro de Distribución de Potencia BT,cu,unidad,1.0,366245.0,366245.0
2024,3,0.913375,1.0,Variador de Frecuencia BT,cu,unidad,3.6,834504.0,3004214.4
2024,3,0.913375,1.0,Tablero de Distribución general,cu,unidad,1.1,3136669.0,3450335.9
2024,3,0.913375,1.0,Tablero alimentación válvulas,cu,unidad,1.0,3790424.0,3790424.0
2024,3,0.913375,1.0,Centro de control de motores,cu,unidad,0.9,18642184.0,16777965.6
2024,3,0.913375,1.0,Tablero Distribución de Fuerza,cu,unidad,1.0,20215462.0,20215462.0
2024,3,0.913375,1.0,Grupo Generador,cu,unidad,1.1,3245545.0,3570099.5
2024,3,0.913375,1.0,Subestación Unitaria,cu,unidad,1.0,4041665.0,4041665.0
2024,3,0.913375,1.0,Sala Eléctrica,cu,unidad,1.0,38601606.0,38601606.0
2024,3,0.913375,1.0,Postes,cu,unidad,14.8,755936.0,11187852.8
2024,3,0.913375,1.0,Cableado eléctrico,m,lineal,341.0,18160.0,6192560.0
2024,3,0.913375,1.0,Cableado FO,m,lineal,236.1,27244.0,6432308.4
2024,3,0.913375,1.0,Luminarias exteriores con postación,cu,unidad,11.3,1661065.0,18770034.5
2024,3,0.913375,1.0,Luminarias exteriores sin postación (focos edificios),cu,unidad,8.1,199058.0,1612369.8
2024,3,0.913375,1.0,Retiro sistema de comunicación,gl,global,0.9,196773.0,177095.7
2024,3,0.913375,1.0,Aire acondicionados,cu,unidad,15.2,453510.0,6893352.0
2024,3,0.913375,1.0,Instrumentación de acuerdo a 4600023057-5994-CUBAT-00001,cu,unidad,104.3,473274.0,49362478.2
2024,3,0.913375,1.0,Barreras camineras,m,lineal,108.6,27817.0,3020926.2
2024,3,0.913375,1.0,Barreras newjersey de hormigón,cu,unidad,10.1,31139.0,314503.9
2024,3,0.913375,1.0,Señaleticas camineras,cu,unidad,8.3,25181.0,209002.3
2024,3,0.913375,1.0,Cerco de madera,m,lineal,47.0,9918.0,466146.0
2024,3,0.913375,1.0,Cerco de metalico,m,lineal,34.8,10529.0,366409.2
2024,3,0.913375,1.0,Desmantelamiento de medidores de densidad y su transporte a disposición final en dependencias DAND en Saladillo.,cu,unidad,4.5,2448717.0,11019226.5
2024,3,0.913375,1.0,Aseo e higienización instalaciones VP,mes,otros,4.7,4152302.0,19515819.4
2024,3,0.913375,1.0,Control de Plagas,c/u,otros,5.1,406341.0,2072339.1
2024,3,0.913375,1.0,Mantenciones menores Barrio Cívico,mes,otros,4.7,6651433.0,31261735.1
2024,3,0.913375,1.0,Mantención de Grupo electrógeno,cu,unidad,1.0,1602725.0,1602725.0
2024,3,0.913375,1.0,Mantención aire acondicionado.,mes,otros,4.9,1983793.0,9720585.7
2024,3,0.913375,1.0,Limpieza de fosa principal barrio cívico,cu,unidad,2.1,1519169.0,3190254.9
2024,3,0.913375,1.0,Limpieza de fosa Garita Guardias,cu,unidad,1.1,436751.0,480426.1
2024,3,0.913375,1.0,Limpieza de fosa desgrasadora comedor,cu,unidad,2.0,589189.0,1178378.0
2024,3,0.913375,1.0,Emisión Planos As Built,cu,unidad,32.7,317092.0,10368908.4
2024,3,0.913375,1.0,Gasto a costo efectivo,gl,global,1.1,32533484.0,35786832.4
2024,3,0.913375,1.0,Administración gasto costo efectivo (A definir por el contratista),%,otros,0.1,37280653.0,3728065.3
2024,3,0.913375,1.0,Gastos Generales,gl,global,1.0,3407795228.0,3407795228.0
2024,3,0.913375,1.0,Utilidades,gl,global,1.0,747448015.0,747448015.0
2022,4,0.803326,1.0,Instalación de faenas,gl,global,1.0,84575860.0,84575860.0
2022,4,0.803326,1.0,Movilización y Desmovilización,gl,global,1.0,1716638528.0,1716638528.0
2022,4,0.803326,1.0,Excavación en Zanja en Roca No Ripiable,m3,volumetrico,9.9,80732.0,799246.8
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,7179.3,7431.0,53349378.3
2022,4,0.803326,1.0,Material Dren,m3,volumetrico,1870.0,12399.0,23186130.0
2022,4,0.803326,1.0,Colocación Material Filtro,m3,volumetrico,2091.7,25563.0,53470127.1
2022,4,0.803326,1.0,Relleno Material de Transición,m3,volumetrico,2579.9,27550.0,71076245.0
2022,4,0.803326,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,1469.7,18447.0,27111555.9
2022,4,0.803326,1.0,Suministro e instalación de geotextil NW >450 g/m2 para tapado Dren incluye anclaje,m2,area,2572.0,3952.0,10164544.0
2022,4,0.803326,1.0,Excavación en Zanja en Roca No Ripiable,m3,volumetrico,4.6,74321.0,341876.6
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,2397.2,6224.0,14920172.8
2022,4,0.803326,1.0,Colocación Material Filtro,m3,volumetrico,1171.7,25411.0,29774068.7
2022,4,0.803326,1.0,Relleno Material de Transición,m3,volumetrico,1269.4,27254.0,34596227.6
2022,4,0.803326,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,1378.5,15530.0,21408105.0
2022,4,0.803326,1.0,Relleno Material  Alfombra Drenante,m3,volumetrico,7642.5,14889.0,113789182.5
2022,4,0.803326,1.0,Escarpe,m3,volumetrico,4394.5,5708.0,25083806.0
2022,4,0.803326,1.0,"Relleno granular túnel, material dren",m3,volumetrico,1331.5,28372.0,37777318.0
2022,4,0.803326,1.0,Suministro e instalación de geotextil 450 g/m2 para tapado Dren incluye anclaje,m2,area,927.7,4614.0,4280407.8
2022,4,0.803326,1.0,Tapón Hormigón Bombeado G30,m3,volumetrico,61.9,843974.0,52241990.6
2022,4,0.803326,1.0,Agotamiento túnel evacuador,mes,otros,4.8,26464232.0,127028313.6
2022,4,0.803326,1.0,Colocación Material Filtro,m3,volumetrico,690.6,19204.0,13262282.4
2022,4,0.803326,1.0,Relleno Material de Transición,m3,volumetrico,1472.1,29963.0,44108532.3
2022,4,0.803326,1.0,Relleno Material Dren,m3,volumetrico,2050.9,13483.0,27652284.7
2022,4,0.803326,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,1161.7,20920.0,24302764.0
2022,4,0.803326,1.0,Relleno masivo con compactacion controlada,m3,volumetrico,122091.2,15408.0,1881181209.6
2022,4,0.803326,1.0,Relleno con compactacion contralada zanja colector,m3,volumetrico,3719.4,17161.0,63828623.4
2022,4,0.803326,1.0,Escarpe,m3,volumetrico,2834.7,6697.0,18983985.9
2022,4,0.803326,1.0,Excavación en Zanja en Roca Rippeable,m3,volumetrico,4142.2,40070.0,165977954.0
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,26253.2,8741.0,229479221.2
2022,4,0.803326,1.0,Relleno con compactacion controlada,m3,volumetrico,1555.4,14149.0,22007354.6
2022,4,0.803326,1.0,Material Dren,m3,volumetrico,4454.8,15119.0,67352121.2
2022,4,0.803326,1.0,Colocación Material Filtro,m3,volumetrico,1671.4,23451.0,39196001.4
2022,4,0.803326,1.0,Relleno Material de Transición,m3,volumetrico,3500.8,30819.0,107891155.2
2022,4,0.803326,1.0,Relleno Material Transición Seleccionado,m3,volumetrico,192.8,28882.0,5568449.6
2022,4,0.803326,1.0,"Suministro y montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,171.3,108583.0,18600267.9
2022,4,0.803326,1.0,Material Filtro (Filtro Alfombra),m3,volumetrico,1580.3,18001.0,28446980.3
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,10977.3,8221.0,90244383.3
2022,4,0.803326,1.0,Material Dren,m3,volumetrico,692.2,15192.0,10515902.4
2022,4,0.803326,1.0,Material Filtro,m3,volumetrico,81.2,23485.0,1906982.0
2022,4,0.803326,1.0,Material Transición,m3,volumetrico,852.7,24161.0,20602084.7
2022,4,0.803326,1.0,Material Transición Seleccionado,m3,volumetrico,117.1,26515.0,3104906.5
2022,4,0.803326,1.0,"Pieza Especial codo 90° PE100 PN16, 400 mm",cu,unidad,1.0,282544.0,282544.0
2022,4,0.803326,1.0,Relleno con Compactación Controlada,m3,volumetrico,428.2,17317.0,7415139.4
2022,4,0.803326,1.0,"Suministro montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,85.7,137746.0,11804832.2
2022,4,0.803326,1.0,Material Filtro (Filtro Alfombra),m3,volumetrico,619.4,19195.0,11889383.0
2022,4,0.803326,1.0,Escarpe,m3,volumetrico,1336.4,5981.0,7993008.4
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin agotamiento,m3,volumetrico,3381.0,6659.0,22514079.0
2022,4,0.803326,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,398.6,19411.0,7737224.6
2022,4,0.803326,1.0,Relleno Material de Transición,m3,volumetrico,116.7,30936.0,3610231.2
2022,4,0.803326,1.0,Colocación Material Filtro,m3,volumetrico,332.6,19406.0,6454435.6
2022,4,0.803326,1.0,Suministro e instalación de geotextil NW >450 g/m2 para tapado Dren incluye anclaje,m2,area,9229.2,5235.0,48314862.0
2022,4,0.803326,1.0,"Suministro montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,202.4,123591.0,25014818.4
2022,4,0.803326,1.0,"Tala de árboles, Destronque, Sacado de Raíces y Materia Orgánica",m2,area,331.9,7350.0,2439465.0
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,422.4,8893.0,3756403.2
2022,4,0.803326,1.0,Material Filtro Alfombra,m3,volumetrico,102.1,19323.0,1972878.3
2022,4,0.803326,1.0,Material Dren,m3,volumetrico,80.4,14097.0,1133398.8
2022,4,0.803326,1.0,Material Filtro,m3,volumetrico,97.6,20329.0,1984110.4
2022,4,0.803326,1.0,Camino acceso (terreno natural) vehicular a restituir,m3,volumetrico,171.1,26737.0,4574700.7
2022,4,0.803326,1.0,"Tala de árboles, Destronque, Sacado de Raíces y Materia Orgánica",ha,otros,0.4,64520019.0,25808007.6
2022,4,0.803326,1.0,Escarpe,m3,volumetrico,525.4,6747.0,3544873.8
2022,4,0.803326,1.0,Excavación en Zanja Suelo Común sin agotamiento,m3,volumetrico,2452.1,6463.0,15847922.3
2022,4,0.803326,1.0,Relleno con compactacion controlada,m3,volumetrico,1542.2,18402.0,28379564.4
2022,4,0.803326,1.0,Preparación subrasante,m2,area,4108.0,23951.0,98390708.0
2022,4,0.803326,1.0,Mampostería,m3,volumetrico,98.8,104879.0,10362045.2
2022,4,0.803326,1.0,Puente grúa portal; capacidad 3 toneladas,cu,unidad,1.1,3699458.0,4069403.8
2022,4,0.803326,1.0,Puente grúa portal; capacidad 5 toneladas,cu,unidad,0.9,5695350.0,5125815.0
2022,4,0.803326,1.0,Puente grúa portal; capacidad 1 toneladas,cu,unidad,1.0,2807746.0,2807746.0
2022,4,0.803326,1.0,compresor reciclones; modelo kaeser sxc6 (290 kg),cu,unidad,0.9,649017.0,584115.3
2022,4,0.803326,1.0,batería hidrociclones;(10 unidades recyclone 500/40 cvx marca weir-vulco y 2 unidades de tipo recyclone vulclone 510/380),cu,unidad,12.3,4114480.0,50608104.0
2022,4,0.803326,1.0,Chimbombo acumulador de arenas (700 kg),cu,unidad,1.0,1123486.0,1123486.0
2022,4,0.803326,1.0,"Cuba de arenas ;1,5 m de ancho, 1,5 m de largo, 2,5 m de alto",cu,unidad,0.9,3048940.0,2744046.0
2022,4,0.803326,1.0,"Cuba de arenas ;2 m de ancho, 2 m de largo, 2,3 m de alto",cu,unidad,0.9,5266620.0,4739958.0
2022,4,0.803326,1.0,Agitador estanque;,cu,unidad,1.0,19879621.0,19879621.0
2022,4,0.803326,1.0,Bomba centrífuga; bomba warman tipo ah 8/6 (1.650 kg),cu,unidad,1.1,2168237.0,2385060.7
2022,4,0.803326,1.0,Bomba centrífuga; bomba ulmax serie atlas 8x6 (6.586 kg),cu,unidad,1.0,8375438.0,8375438.0
2022,4,0.803326,1.0,Bomba centrífuga; bomba warman tipo ff 8/6 ahpp (2.920 kg),cu,unidad,3.8,3535038.0,13433144.4
2022,4,0.803326,1.0,Bomba desplazamiento positivo; marca wirth modelo tpm (40.000 kg),cu,unidad,2.8,21810575.0,61069610.0
2022,4,0.803326,1.0,"Estanque agitador tipo cónico; diámetro: 3 m, altura:4,5 m",cu,unidad,1.0,15810510.0,15810510.0
2022,4,0.803326,1.0,Bombas verticales multietapas; marca stairs (24 kg),cu,unidad,6.6,367041.0,2422470.6
2022,4,0.803326,1.0,Estanque de arenas; capacidad 12 m3,cu,unidad,0.9,14291459.0,12862313.1
2022,4,0.803326,1.0,Estanque rejilla,cu,unidad,0.9,14094871.0,12685383.9
2022,4,0.803326,1.0,"Estanque muestrador; 1,5 m de ancho, 2,5 m de largo, 3,3 m de alto",cu,unidad,0.9,14149706.0,12734735.4
2022,4,0.803326,1.0,"Estanque agua de sello; diámetro: 2,5 m, altura:3,2 m",cu,unidad,1.0,16085775.0,16085775.0
2022,4,0.803326,1.0,Desmantelamiento y Traslado de Estructuras,kg,peso,171377.3,350.0,59982055.0
2022,4,0.803326,1.0,Desmantelamiento y retiro hormigón,m3,volumetrico,988.9,95769.0,94705964.1
2022,4,0.803326,1.0,"Excavación, demolición y retiro hormigones soterrados",m3,volumetrico,465.4,104843.0,48793932.2
2022,4,0.803326,1.0,"Excavación y retiro de elementos varios soterrados (mallas a tierras, banco de ductos, cañerías, etc.)",m3,volumetrico,2936.5,51932.0,152498318.0
2022,4,0.803326,1.0,"Cañería de acero carbono 2"" a 4""",m,lineal,117.6,5900.0,693840.0
2022,4,0.803326,1.0,"Cañería de acero carbono 6"" a 10""",m,lineal,283.9,12968.0,3681615.2
2022,4,0.803326,1.0,"Cañería de acero carbono 12"" a 14"".",m,lineal,4.9,22934.0,112376.6
2022,4,0.803326,1.0,"Cañería de acero carbono 18"" a 24""",m,lineal,26.5,35593.0,943214.5
2022,4,0.803326,1.0,Cañería HDPE 110 a 200 mm.,m,lineal,1234.0,14286.0,17628924.0
2022,4,0.803326,1.0,Cañería HDPE 250 a 315 mm.,m,lineal,25.5,15450.0,393975.0
2022,4,0.803326,1.0,Cañería HDPE 500 a 800 mm.,m,lineal,1301.3,45732.0,59511051.6
2022,4,0.803326,1.0,Cañería HDPE 900 a 1050 mm,m,lineal,25.5,58821.0,1499935.5
2022,4,0.803326,1.0,"Válvulas de 2"" a 6""",cu,unidad,68.2,259772.0,17716450.4
2022,4,0.803326,1.0,"Válvulas de 8"" a 12""",cu,unidad,37.0,624148.0,23093476.0
2022,4,0.803326,1.0,"Válvulas de 24"" a 42""",cu,unidad,1.8,1502167.0,2703900.6
2022,4,0.803326,1.0,Subestación SSEE N°21,cu,unidad,1.0,2314874.0,2314874.0
2022,4,0.803326,1.0,Sala Eléctrica,cu,unidad,0.9,32022245.0,28820020.5
2022,4,0.803326,1.0,Ducto de Barras,gl,global,1.1,9176260.0,10093886.0
2022,4,0.803326,1.0,Centro de Distribución de Potencia BT,cu,unidad,0.9,285324.0,256791.6
2022,4,0.803326,1.0,Variador de Frecuencia BT,cu,unidad,4.2,735742.0,3090116.4
2022,4,0.803326,1.0,Tablero de Distribución general,cu,unidad,0.9,3391837.0,3052653.3
2022,4,0.803326,1.0,Tablero alimentación válvulas,cu,unidad,1.0,2799737.0,2799737.0
2022,4,0.803326,1.0,Centro de control de motores,cu,unidad,0.9,16080034.0,14472030.6
2022,4,0.803326,1.0,Tablero Distribución de Fuerza,cu,unidad,1.0,12758889.0,12758889.0
2022,4,0.803326,1.0,Grupo Generador,cu,unidad,1.1,3080420.0,3388462.0
2022,4,0.803326,1.0,Subestación Unitaria,cu,unidad,1.0,2568877.0,2568877.0
2022,4,0.803326,1.0,Sala Eléctrica,cu,unidad,1.0,36344995.0,36344995.0
2022,4,0.803326,1.0,Postes,cu,unidad,13.4,839750.0,11252650.0
2022,4,0.803326,1.0,Cableado eléctrico,m,lineal,382.4,18624.0,7121817.6
2022,4,0.803326,1.0,Cableado FO,m,lineal,257.7,19501.0,5025407.7
2022,4,0.803326,1.0,Luminarias exteriores con postación,cu,unidad,12.4,1155463.0,14327741.2
2022,4,0.803326,1.0,Luminarias exteriores sin postación (focos edificios),cu,unidad,9.0,131120.0,1180080.0
2022,4,0.803326,1.0,Retiro sistema de comunicación,gl,global,1.0,157520.0,157520.0
2022,4,0.803326,1.0,Aire acondicionados,cu,unidad,14.0,331326.0,4638564.0
2022,4,0.803326,1.0,Instrumentación de acuerdo a 4600023057-5994-CUBAT-00001,cu,unidad,90.4,347895.0,31449708.0
2022,4,0.803326,1.0,Barreras camineras,m,lineal,93.8,23367.0,2191824.6
2022,4,0.803326,1.0,Barreras newjersey de hormigón,cu,unidad,9.5,34354.0,326363.0
2022,4,0.803326,1.0,Señaleticas camineras,cu,unidad,8.3,20793.0,172581.9
2022,4,0.803326,1.0,Cerco de madera,m,lineal,48.9,6638.0,324598.2
2022,4,0.803326,1.0,Cerco de metalico,m,lineal,32.6,7800.0,254280.0
2022,4,0.803326,1.0,Desmantelamiento de medidores de densidad y su transporte a disposición final en dependencias DAND en Saladillo.,cu,unidad,4.9,2190495.0,10733425.5
2022,4,0.803326,1.0,Aseo e higienización instalaciones VP,mes,otros,4.5,3816150.0,17172675.0
2022,4,0.803326,1.0,Control de Plagas,c/u,otros,4.5,325775.0,1465987.5
2022,4,0.803326,1.0,Mantenciones menores Barrio Cívico,mes,otros,4.6,4815573.0,22151635.8
2022,4,0.803326,1.0,Mantención de Grupo electrógeno,cu,unidad,0.9,1485333.0,1336799.7
2022,4,0.803326,1.0,Mantención aire acondicionado.,mes,otros,5.1,1544534.0,7877123.4
2022,4,0.803326,1.0,Limpieza de fosa principal barrio cívico,cu,unidad,2.1,1715722.0,3603016.2
2022,4,0.803326,1.0,Limpieza de fosa Garita Guardias,cu,unidad,1.0,310820.0,310820.0
2022,4,0.803326,1.0,Limpieza de fosa desgrasadora comedor,cu,unidad,2.0,724707.0,1449414.0
2022,4,0.803326,1.0,Emisión Planos As Built,cu,unidad,30.1,327137.0,9846823.7
2022,4,0.803326,1.0,Gasto a costo efectivo,gl,global,1.0,31597952.0,31597952.0
2022,4,0.803326,1.0,Administración gasto costo efectivo (A definir por el contratista),%,otros,0.1,26859513.0,2685951.3
2022,4,0.803326,1.0,Gastos Generales,gl,global,1.1,2864231048.0,3150654152.8
2022,4,0.803326,1.0,Utilidades,gl,global,1.1,634421380.0,697863518.0
2023,12,0.898024,1.0,Instalación de Faenas,GL,global,1.0,94777552.73100872,94777552.73
2023,12,0.898024,1.0,Movilización,GL,global,1.0,110811704.26324019,110811704.26
2023,12,0.898024,1.0,Desmovilización,GL,global,1.0,133930020.01876843,133930020.02
2023,12,0.898024,1.0,"Retiro y transporte de parapetos existentes a acopio ( Dist. máx = 3,00 km)",Un,unidad,639.0,27114.05918063347,17325883.82
2023,12,0.898024,1.0,Retiro de monolitos 7a Etapa,Un,unidad,33.0,27114.05918063347,894763.95
2023,12,0.898024,1.0,"Retiro y transporte a acopio de carpeta de rodado ( e=25 cm) ( Dist. máx = 5,00 km)",m3,volumetrico,2450.0,7852.7369918660725,19239205.63
2023,12,0.898024,1.0,Retiro y transporte material acorazado (3B ) al acopio  ( Dist. máx= 2 km),m3,volumetrico,28240.0,7852.7369918660725,221761292.65
2023,12,0.898024,1.0,"Relleno Material 1A hasta cota 237 (Reemplazo de acorazado 3B) desde acopio ( Dist. máx = 2,00 km)",m3,volumetrico,15600.0,8388.968137615035,130867902.95
2023,12,0.898024,1.0,"Relleno Material 2B hasta cota 237 (Reemplazo de acorazado 3B) desde acopio ( Dist. máx = 2,00 km)",m3,volumetrico,4040.0,61242.11912891047,247418161.28
2023,12,0.898024,1.0,"Relleno Material 3A hasta cota 237 (Reemplazo de acorazado 3B) desde acopio ( Dist. máx = 2,00 km)",m3,volumetrico,4040.0,68612.50096944944,277194503.92
2023,12,0.898024,1.0,"Relleno Material 3B hasta cota 237 (Reemplazo de acorazado 3B) desde acopio ( Dist. máx = 2,00 km)",m3,volumetrico,4560.0,8388.968137615035,38253694.71
2023,12,0.898024,1.0,Sumininistro y colocación mortero de pega (Encuentro 1A),m2,area,350.0,37402.46620914473,13090863.17
2023,12,0.898024,1.0,Excavación o remoción Material 1A,m3,volumetrico,6155.0,7852.7369918660725,48333596.18
2023,12,0.898024,1.0,Excavación o remoción Material 3B,m3,volumetrico,5815.0,7852.7369918660725,45663665.61
2023,12,0.898024,1.0,"Relleno Material 3B en rampa de acceso desde acopio (Dist. máx = 2,0km)",m3,volumetrico,2755.0,8388.968137615035,23111607.22
2023,12,0.898024,1.0,"Relleno Material 1A desde acopio en rampa de acceso ( Dist. máx acopio = 1,5km) plataforma aguas abajo estribo izq.",m3,volumetrico,2060.0,7624.975568041181,15707449.67
2023,12,0.898024,1.0,Relleno Material 1A muro  desde la bodega (dist maxima 11 Km),m3,volumetrico,70029.0,7624.975568041181,533969414.05
2023,12,0.898024,1.0,"Suministro, Transporte y colocación Material 3A",m3,volumetrico,2435.0,68612.50096944944,167071439.86
2023,12,0.898024,1.0,"Suministro, Transporte y colocación material 2B",m3,volumetrico,2220.0,61242.11912891047,135957504.47
2023,12,0.898024,1.0,Relleno Material 3B hasta cota 241 desde acopio,m3,volumetrico,7560.0,8388.968137615035,63420599.12
2023,12,0.898024,1.0,Suministro e instalación geotextil en plataforma de maniobras,m2,area,700.0,28270.37306518508,19789261.15
2023,12,0.898024,1.0,Suministro e instalación Geotextil 800 gr/m2 de protección para geomembrana etapa 7,m2,area,1280.0,32499.970695924974,41599962.49
2023,12,0.898024,1.0,"Suministro e instalación geomembrana bituminosa e=4,5 mm en plataforma de maniobras",m2,area,14880.0,21725.644185142093,323277585.47
2023,12,0.898024,1.0,Excavación  zanja de anclaje geomembrana,m3,volumetrico,380.0,7852.7369918660725,2984040.06
2023,12,0.898024,1.0,Relleno zanja de anclaje material 1A desde acopio,m3,volumetrico,380.0,39958.606123356105,15184270.33
2023,12,0.898024,1.0,Carpeta de rodado en rampa  de acceso  (e=25 cm),m3,volumetrico,560.0,57346.556229030546,32114071.49
2023,12,0.898024,1.0,Carpeta de rodado elevación 241 msnm (e=15 cm) incluye en Estribos,m3,volumetrico,1930.0,57346.556229030546,110678853.52
2023,12,0.898024,1.0,Piezómetro de cuerda vibrante (1 sensor por pozo),Un,unidad,3.0,6782709.902490196,20348129.71
2023,12,0.898024,1.0,Piezómetro de cuerda vibrante (2 sensores por pozo),Un,unidad,3.0,7459959.309782341,22379877.93
2023,12,0.898024,1.0,Piezómetro de cuerda vibrante (3 sensores por pozo),Un,unidad,4.0,8137208.717074487,32548834.87
2023,12,0.898024,1.0,Multipropósito (1 PCV y 1 Clino-extensómetro),Un,unidad,4.0,7871597.148287328,31486388.59
2023,12,0.898024,1.0,Retiro y Reubicación de Acelerómetro,Un,unidad,1.0,4857927.425509945,4857927.43
2023,12,0.898024,1.0,Rescate y relocalización de fauna,m2,area,447157.0,160.8868374597476,71941675.58
2023,12,0.898024,1.0,"Roce, tala y tratamiento de material vegetal",m2,area,447157.0,2942.4161359004806,1315721972.08
2023,12,0.898024,1.0,"Explotación, carguío y transporte material 3B (clasificado)  sobre cota 260 hasta pie de Muro Principal",m3,volumetrico,1040403.6,8585.933063289947,8932835668.41
2023,12,0.898024,1.0,"Explotación, carguío y transporte material 3B (clasificado) desde El Durazno cota 210 a 260 hasta pie de Muro Principal",m3,volumetrico,780302.7,8585.933063289947,6699626751.3
2023,12,0.898024,1.0,"Explotación, carguío y transporte  material 3B (clasificado) desde El Durazno bajo cota 210 hasta pie de Muro Principal",m3,volumetrico,2514308.6999999997,8585.933063289947,21587686198.65
